name,wormbase_id
sru-30,WBGene00005693
sru-31,WBGene00005694
sru-32,WBGene00005695
sru-33,WBGene00005696
sru-34,WBGene00005697
sru-35,WBGene00005698
sru-36,WBGene00005699
sru-37,WBGene00005700
sru-38,WBGene00005701
sru-39,WBGene00005702
sru-40,WBGene00005703
sru-41,WBGene00005704
sru-42,WBGene00005705
sru-43,WBGene00005706
sru-44,WBGene00005707
sru-45,WBGene00005708
sru-46,WBGene00005709
sru-47,WBGene00005710
sru-48,WBGene00005711
srv-1,WBGene00005712
srv-2,WBGene00005713
srv-3,WBGene00005714
srv-4,WBGene00005715
srv-5,WBGene00005716
srv-6,WBGene00005717
srv-7,WBGene00005718
srv-8,WBGene00005719
srv-9,WBGene00005720
srv-10,WBGene00005721
srv-11,WBGene00005722
srv-12,WBGene00005723
srv-13,WBGene00005724
srv-14,WBGene00005725
srv-15,WBGene00005726
srv-16,WBGene00005727
srv-17,WBGene00005728
srv-18,WBGene00005729
srv-19,WBGene00005730
srv-20,WBGene00005731
srv-21,WBGene00005732
srv-22,WBGene00005733
srv-23,WBGene00005734
srv-24,WBGene00005735
srv-25,WBGene00005736
srv-26,WBGene00005737
srv-27,WBGene00005738
srv-28,WBGene00005739
srv-29,WBGene00005740
srv-30,WBGene00005741
srv-31,WBGene00005742
srv-32,WBGene00005743
srv-34,WBGene00005745
srv-35,WBGene00005746
srv-36,WBGene00005747
srw-1,WBGene00005748
srw-2,WBGene00005749
srw-3,WBGene00005750
srw-4,WBGene00005751
srw-5,WBGene00005752
srw-6,WBGene00005753
srw-7,WBGene00005754
srw-8,WBGene00005755
srw-9,WBGene00005756
srw-10,WBGene00005757
srw-11,WBGene00005758
srw-12,WBGene00005759
srw-13,WBGene00005760
srw-14,WBGene00005761
srw-15,WBGene00005762
srw-16,WBGene00005763
srw-17,WBGene00005764
srw-18,WBGene00005765
srw-19,WBGene00005766
srw-20,WBGene00005767
srw-21,WBGene00005768
srw-22,WBGene00005769
srw-23,WBGene00005770
srw-24,WBGene00005771
srw-25,WBGene00005772
srw-26,WBGene00005773
srw-27,WBGene00005774
srw-28,WBGene00005775
srw-29,WBGene00005776
srw-30,WBGene00005777
srw-31,WBGene00005778
srw-32,WBGene00005779
srw-33,WBGene00005780
srw-34,WBGene00005781
srw-35,WBGene00005782
srw-36,WBGene00005783
srw-37,WBGene00005784
srw-38,WBGene00005785
srw-39,WBGene00005786
srw-40,WBGene00005787
srw-41,WBGene00005788
srw-42,WBGene00005789
srw-43,WBGene00005790
srw-44,WBGene00005791
srw-45,WBGene00005792
srw-46,WBGene00005793
srw-47,WBGene00005794
srw-48,WBGene00005795
srw-49,WBGene00005796
srw-50,WBGene00005797
srw-51,WBGene00005798
srw-52,WBGene00005799
srw-53,WBGene00005800
srw-54,WBGene00005801
srw-55,WBGene00005802
srw-56,WBGene00005803
srw-57,WBGene00005804
srw-58,WBGene00005805
srw-59,WBGene00005806
srw-60,WBGene00005807
srw-61,WBGene00005808
srw-62,WBGene00005809
srw-63,WBGene00005810
srw-64,WBGene00005811
srw-65,WBGene00005812
srw-66,WBGene00005813
srw-67,WBGene00005814
srw-68,WBGene00005815
srw-69,WBGene00005816
srw-70,WBGene00005817
srw-71,WBGene00005818
srw-72,WBGene00005819
srw-73,WBGene00005820
srw-74,WBGene00005821
srw-75,WBGene00005822
srw-76,WBGene00005823
srw-77,WBGene00005824
srw-78,WBGene00005825
srw-79,WBGene00005826
srw-80,WBGene00005827
srw-81,WBGene00005828
srw-82,WBGene00005829
srw-83,WBGene00005830
srw-84,WBGene00005831
srw-85,WBGene00005832
srw-86,WBGene00005833
srw-87,WBGene00005834
srw-88,WBGene00005835
srw-89,WBGene00005836
srw-90,WBGene00005837
srw-91,WBGene00005838
srw-92,WBGene00005839
srw-93,WBGene00005840
srw-94,WBGene00005841
srw-95,WBGene00005842
srw-96,WBGene00005843
srw-97,WBGene00005844
srw-98,WBGene00005845
srw-99,WBGene00005846
srw-100,WBGene00005847
srw-101,WBGene00005848
srw-102,WBGene00005849
srw-103,WBGene00005850
srw-104,WBGene00005851
srw-105,WBGene00005852
srw-106,WBGene00005853
srw-107,WBGene00005854
srw-108,WBGene00005855
srw-109,WBGene00005856
srw-110,WBGene00005857
srw-111,WBGene00005858
srw-112,WBGene00005859
srw-113,WBGene00005860
srw-114,WBGene00005861
srw-115,WBGene00005862
srw-116,WBGene00005863
srw-117,WBGene00005864
srw-118,WBGene00005865
srw-119,WBGene00005866
srw-120,WBGene00005867
srw-121,WBGene00005868
srw-122,WBGene00005869
srw-123,WBGene00005870
srw-124,WBGene00005871
srw-125,WBGene00005872
srw-126,WBGene00005873
srw-127,WBGene00005874
srw-128,WBGene00005875
srw-129,WBGene00005876
srw-130,WBGene00005877
srw-131,WBGene00005878
srw-132,WBGene00005879
srw-133,WBGene00005880
srw-134,WBGene00005881
srw-135,WBGene00005882
srw-136,WBGene00005883
srw-137,WBGene00005884
srw-138,WBGene00005885
srw-139,WBGene00005886
srw-140,WBGene00005887
srw-141,WBGene00005888
srw-142,WBGene00005889
srw-143,WBGene00005890
srw-144,WBGene00005891
srx-1,WBGene00005892
srx-2,WBGene00005893
srx-3,WBGene00005894
srx-4,WBGene00005895
srx-5,WBGene00005896
srx-6,WBGene00005897
srx-7,WBGene00005898
srx-8,WBGene00005899
srx-9,WBGene00005900
srx-10,WBGene00005901
srx-11,WBGene00005902
srx-12,WBGene00005903
srx-13,WBGene00005904
srx-14,WBGene00005905
srx-15,WBGene00005906
srx-16,WBGene00005907
srx-17,WBGene00005908
srx-18,WBGene00005909
srx-19,WBGene00005910
srx-20,WBGene00005911
srx-21,WBGene00005912
srx-22,WBGene00005913
srx-23,WBGene00005914
srx-24,WBGene00005915
srx-25,WBGene00005916
srx-26,WBGene00005917
srx-27,WBGene00005918
srx-28,WBGene00005919
srx-29,WBGene00005920
srx-30,WBGene00005921
srx-31,WBGene00005922
srx-32,WBGene00005923
srx-33,WBGene00005924
srx-34,WBGene00005925
srx-35,WBGene00005926
srx-36,WBGene00005927
srx-37,WBGene00005928
srx-38,WBGene00005929
srx-39,WBGene00005930
srx-41,WBGene00005932
srx-42,WBGene00005933
srx-43,WBGene00005934
srx-44,WBGene00005935
srx-45,WBGene00005936
srx-46,WBGene00005937
srx-47,WBGene00005938
srx-48,WBGene00005939
srx-49,WBGene00005940
srx-50,WBGene00005941
srx-51,WBGene00005942
srx-52,WBGene00005943
srx-53,WBGene00005944
srx-54,WBGene00005945
srx-55,WBGene00005946
srx-56,WBGene00005947
srx-57,WBGene00005948
srx-58,WBGene00005949
srx-59,WBGene00005950
srx-60,WBGene00005951
srx-61,WBGene00005952
srx-62,WBGene00005953
srx-63,WBGene00005954
srx-64,WBGene00005955
srx-65,WBGene00005956
srx-66,WBGene00005957
srx-67,WBGene00005958
srx-68,WBGene00005959
srx-69,WBGene00005960
srx-70,WBGene00005961
srx-71,WBGene00005962
srx-72,WBGene00005963
srx-73,WBGene00005964
srx-74,WBGene00005965
srx-75,WBGene00005966
srx-76,WBGene00005967
srx-77,WBGene00005968
srx-78,WBGene00005969
srx-79,WBGene00005970
srx-80,WBGene00005971
srx-81,WBGene00005972
srx-82,WBGene00005973
srx-83,WBGene00005974
srx-84,WBGene00005975
srx-85,WBGene00005976
srx-86,WBGene00005977
srx-87,WBGene00005978
srx-88,WBGene00005979
srx-89,WBGene00005980
srx-90,WBGene00005981
srx-91,WBGene00005982
srx-92,WBGene00005983
srx-93,WBGene00005984
srx-94,WBGene00005985
srx-95,WBGene00005986
srx-96,WBGene00005987
srx-97,WBGene00005988
srx-98,WBGene00005989
srx-99,WBGene00005990
srx-100,WBGene00005991
srx-101,WBGene00005992
srx-102,WBGene00005993
srx-103,WBGene00005994
srx-104,WBGene00005995
srx-105,WBGene00005996
srx-106,WBGene00005997
srx-107,WBGene00005998
srx-108,WBGene00005999
srx-109,WBGene00006000
srx-110,WBGene00006001
srx-111,WBGene00006002
srx-112,WBGene00006003
srx-113,WBGene00006004
srx-114,WBGene00006005
srx-115,WBGene00006006
srx-116,WBGene00006007
srx-117,WBGene00006008
srx-118,WBGene00006009
srx-119,WBGene00006010
srx-120,WBGene00006011
srx-121,WBGene00006012
srx-122,WBGene00006013
srx-123,WBGene00006014
srx-124,WBGene00006015
srx-125,WBGene00006016
srx-126,WBGene00006017
srx-127,WBGene00006018
srx-128,WBGene00006019
srx-129,WBGene00006020
srx-130,WBGene00006021
srx-131,WBGene00006022
srx-132,WBGene00006023
srx-133,WBGene00006024
srx-134,WBGene00006025
srx-135,WBGene00006026
srx-136,WBGene00006027
srx-137,WBGene00006028
srx-138,WBGene00006029
str-217,WBGene00006249
srgp-1,WBGene00006406
octr-1,WBGene00006411
tkr-3,WBGene00006428
tag-89,WBGene00006459
tyra-3,WBGene00006475
tkr-1,WBGene00006576
npr-16,WBGene00006864
npr-3,WBGene00007006
srbc-79,WBGene00007123
srbc-78,WBGene00007127
npr-41,WBGene00007146
srxa-18,WBGene00007432
srz-29,WBGene00007456
C09F12.3,WBGene00007483
gnrr-2,WBGene00007614
npr-4,WBGene00007635
seb-3,WBGene00007664
srz-57,WBGene00007676
srz-90,WBGene00007678
srd-74,WBGene00007701
srbc-83,WBGene00007831
srbc-82,WBGene00007832
srxa-7,WBGene00007834
srz-15,WBGene00007865
srlf-4,WBGene00007868
srlf-5,WBGene00007869
srlf-6,WBGene00007871
C34B4.3,WBGene00007908
dmsr-8,WBGene00007951
sre-13,WBGene00007997
npr-18,WBGene00008065
sre-21,WBGene00008126
srab-12,WBGene00008128
C47E8.3,WBGene00008142
fshr-1,WBGene00008239
srsx-26,WBGene00008247
srsx-27,WBGene00008248
srsx-28,WBGene00008249
srsx-29,WBGene00008250
srsx-30,WBGene00008251
srt-32,WBGene00008268
npr-10,WBGene00008278
srz-44,WBGene00008327
srz-43,WBGene00008328
frpr-5,WBGene00008342
tpra-1,WBGene00008366
frpr-21,WBGene00008481
srb-17,WBGene00008489
